x y z yaw
0.610874 0.0461078 -0.0149261 0.0364809
0.614126 0.0433207 -0.0149537 0.03648
0.59461 0.0514709 -0.0149079 0.0363401
0.595217 0.0500966 -0.0149213 0.0363403
0.595934 0.0484698 -0.0149401 0.0363475
0.596515 0.0471512 -0.0149571 0.0363449
0.597121 0.045776 -0.0149761 0.0363295
0.597841 0.0441401 -0.0149994 0.0363297
0.598421 0.0428258 -0.0150191 0.0363336
0.599025 0.0414586 -0.0150409 0.03633
0.595024 0.0594864 -0.0187729 0.0354381
0.595117 0.0601125 -0.0191371 0.0354523
0.595213 0.0607641 -0.0195173 0.0354699
0.595329 0.0615451 -0.0199761 0.0354713
0.595423 0.0621721 -0.0203477 0.0354733
0.595523 0.0628287 -0.0207397 0.0354765
0.595647 0.0636465 -0.02123 0.0354779
0.595745 0.0642891 -0.0216155 0.0354781
0.595867 0.0650717 -0.0220847 0.0354842
0.56894 0.069641 -0.0174614 0.0375132
0.566332 0.0707392 -0.0173791 0.0375105
0.563281 0.072023 -0.0172856 0.0375061
0.560792 0.07307 -0.0172106 0.0375025
0.558161 0.0741772 -0.0171339 0.0374998
0.555107 0.0754631 -0.017049 0.0374955
0.552614 0.0765125 -0.0169804 0.0374891
0.550017 0.0776051 -0.0169083 0.0374786
0.564384 0.0675387 -0.0142053 0.03676
0.563722 0.0674393 -0.0138923 0.0367499
0.563037 0.0673369 -0.0135689 0.0367346
0.562218 0.0672139 -0.0131849 0.0367164
0.561555 0.0671132 -0.0128746 0.0367157
0.560858 0.0670078 -0.0125504 0.0367335
0.559963 0.0668731 -0.0121382 0.036765
0.559292 0.0667726 -0.0118309 0.0367437
0.558474 0.0666497 -0.0114552 0.0367314
0.582745 0.0615575 -0.0150584 0.0355906
0.584488 0.0609523 -0.0151053 0.0355966
0.58657 0.0602297 -0.0151628 0.0355887
0.588253 0.0596473 -0.0152108 0.0355992
0.589998 0.059044 -0.0152606 0.0355878
0.592093 0.0583185 -0.0153209 0.0355695
0.593785 0.057732 -0.0153704 0.035551
0.595553 0.0571185 -0.0154224 0.0355473
0.597623 0.0563995 -0.0154836 0.0355349
0.595865 0.0604763 -0.0172639 0.0357265
0.59734 0.0603109 -0.0174936 0.0357229
0.599093 0.0601137 -0.0177694 0.0357415
0.600514 0.0599537 -0.017995 0.0357707
0.601986 0.0597882 -0.0182313 0.0357767
0.603767 0.0595888 -0.0185208 0.0357828
0.605162 0.0594334 -0.0187488 0.0357967
0.606634 0.0592698 -0.0189901 0.0357978
0.608436 0.0590689 -0.0192879 0.0357886
0.57606 0.0795165 -0.0156225 0.0375657
0.574207 0.0814181 -0.0154829 0.0375688
0.572065 0.0836193 -0.0153259 0.0375634
0.570284 0.0854499 -0.0151983 0.0375636
0.568468 0.0873176 -0.01507 0.0375599
0.566292 0.0895532 -0.0149167 0.0375463
0.564539 0.0913532 -0.0147932 0.0375474
0.562198 0.0937572 -0.0146298 0.0375452
0.570399 0.0761265 -0.0154396 0.0375525
0.569687 0.0759693 -0.015412 0.0375312
0.568949 0.0758074 -0.0153844 0.0375207
0.568066 0.0756124 -0.0153525 0.0375163
0.567355 0.0754539 -0.0153277 0.037509
0.566625 0.0752894 -0.0153025 0.0375237
0.565745 0.0750908 -0.015271 0.0375529
0.565025 0.0749285 -0.0152445 0.0375531
0.564298 0.0747653 -0.0152184 0.0375572
0.579628 0.0716271 -0.0159167 0.035295
0.580429 0.0711918 -0.0159615 0.0352841
0.581264 0.0707379 -0.0160086 0.035292
0.582255 0.070199 -0.0160661 0.035283
0.583059 0.069763 -0.016114 0.0352804
0.583895 0.0693105 -0.0161651 0.0352893
0.584892 0.0687709 -0.0162272 0.0352826
0.585695 0.0683365 -0.0162789 0.035279
0.586538 0.0678805 -0.0163362 0.03529
0.586898 0.0698068 -0.0162315 0.0379667
0.587676 0.0695843 -0.0162696 0.0379678
0.588485 0.0693519 -0.0163098 0.0379602
0.589471 0.0690679 -0.016359 0.0379475
0.590213 0.0688539 -0.0163966 0.0379369
0.591021 0.0686217 -0.01644 0.037942
0.591977 0.0683485 -0.0164935 0.0379607
