x y z yaw
-36.604820 -126.012421 4.131050 -3.071462
-37.018448 -126.043404 4.159645 -3.072072
-37.449833 -126.077873 4.178739 -3.073098
-37.941261 -126.111610 4.163720 -3.072191
-38.417240 -126.132278 4.196664 -3.073266
-38.892025 -126.171646 4.185576 -3.073031
-39.364948 -126.205124 4.235496 -3.076128
-39.836308 -126.230591 4.248999 -3.077492
-40.309425 -126.267151 4.253266 -3.078733
-40.764942 -126.301239 4.274502 -3.079621
-41.224583 -126.338554 4.286926 -3.079865
-41.655296 -126.352509 4.301454 -3.081397
-42.083717 -126.384926 4.309190 -3.081631
-42.530125 -126.426270 4.311385 -3.084034
-42.977779 -126.446709 4.339426 -3.081858
-43.449192 -126.471283 4.347004 -3.078973
-43.894890 -126.507042 4.359106 -3.079240
-44.304283 -126.536301 4.365949 -3.080683
-44.712532 -126.550552 4.396746 -3.082881
-45.115238 -126.568077 4.409711 -3.079713
-45.508736 -126.600204 4.405199 -3.077426
-45.897785 -126.635895 4.423940 -3.075493
-46.316761 -126.665596 4.417808 -3.071715
-46.780323 -126.707367 4.444735 -3.072585
-47.198872 -126.753265 4.452368 -3.074742
-47.591297 -126.790344 4.467135 -3.074854
-47.992348 -126.809166 4.486224 -3.075848
-48.455753 -126.858864 4.503810 -3.075706
-48.958618 -126.886238 4.509868 -3.077943
-49.400642 -126.898430 4.524935 -3.078416
-49.823193 -126.942665 4.543593 -3.080297
-50.249920 -126.982147 4.542750 -3.082255
-50.727154 -127.033684 4.563058 -3.085708
-51.194801 -127.063179 4.574257 -3.112477
-51.666584 -127.039162 4.578453 3.131404
-52.103592 -127.033424 4.596847 3.090420
-52.531826 -126.976517 4.606435 3.049405
-52.965275 -126.932083 4.610210 3.009330
-53.444653 -126.832443 4.625982 2.968847
-53.891693 -126.739471 4.633787 2.924526
-54.299183 -126.635010 4.652773 2.880301
-54.721439 -126.475433 4.656621 2.843910
-55.156639 -126.333046 4.649630 2.806312
-55.583221 -126.151276 4.649795 2.766864
-56.001575 -125.976959 4.664473 2.730201
-56.393780 -125.794571 4.670873 2.691126
-56.818272 -125.568542 4.660095 2.647378
-57.252850 -125.320999 4.662935 2.595886
-57.658417 -125.017387 4.651134 2.532030
-57.966488 -124.738907 4.656213 2.471018
-58.278152 -124.476135 4.621404 2.409071
-58.550995 -124.168800 4.645432 2.349170
-58.823341 -123.841339 4.636979 2.284745
-59.099365 -123.498291 4.602290 2.221841
-59.283550 -123.153694 4.614660 2.169883
-59.522671 -122.766029 4.585629 2.115602
-59.716473 -122.338326 4.571859 2.060762
-59.894009 -121.933083 4.572361 2.008408
-60.080311 -121.491417 4.570009 1.959927
-60.234665 -121.056183 4.552792 1.909772
-60.345779 -120.624725 4.498773 1.858630
-60.453533 -120.180206 4.491667 1.817012
-60.551510 -119.730743 4.479107 1.789338
-60.644348 -119.269058 4.447530 1.761947
-60.719379 -118.806175 4.446136 1.737741
-60.796837 -118.358421 4.410498 1.717883
-60.844360 -117.899612 4.386613 1.708151
-60.918438 -117.426796 4.362399 1.698159
-60.969868 -116.956718 4.345098 1.688079
-61.012444 -116.459305 4.335934 1.679755
-61.074100 -116.011848 4.307816 1.668265
-61.133476 -115.544678 4.299801 1.659091
-61.160141 -115.074341 4.275427 1.648420
-61.198284 -114.601334 4.246643 1.644027
-61.235378 -114.147751 4.229453 1.639856
-61.257755 -113.708260 4.202192 1.636838
-61.309597 -113.241173 4.183569 1.636493
-61.335640 -112.774879 4.168733 1.636756
-61.369244 -112.327629 4.151690 1.636033
-61.386658 -111.841309 4.128685 1.636190
-61.433662 -111.398552 4.117395 1.640653
-61.481647 -110.941345 4.096893 1.645492
-61.509445 -110.464333 4.076567 1.645520
-61.549732 -110.009804 4.068247 1.643814
-61.581833 -109.553986 4.028030 1.642676
-61.627514 -109.089981 4.004693 1.641873
-61.645748 -108.645676 3.978733 1.641552
-61.692677 -108.195137 3.959360 1.643072
-61.719048 -107.736877 3.941757 1.645165
-61.754398 -107.285744 3.930997 1.648576
-61.796127 -106.849174 3.911600 1.653306
-61.824894 -106.404457 3.881550 1.655346
-61.877571 -105.985023 3.872889 1.658990
-61.910816 -105.559998 3.856540 1.664001
-61.956696 -105.140831 3.829053 1.670447
-62.011955 -104.725563 3.805629 1.678096
-62.057873 -104.306084 3.778653 1.685667
-62.117634 -103.891579 3.773536 1.693276
-62.170029 -103.475136 3.764263 1.701812
-62.216412 -103.069786 3.746881 1.709721
-62.300037 -102.669518 3.724422 1.717638
-62.353497 -102.250999 3.707152 1.726103
-62.457306 -101.773621 3.690650 1.734729
-62.534386 -101.363335 3.672952 1.741676
-62.598488 -100.966431 3.645339 1.749757
-62.692638 -100.553192 3.636804 1.758185
-62.764893 -100.141029 3.613582 1.765854
-62.855228 -99.734192 3.610731 1.773125
-62.938938 -99.290909 3.594658 1.750301
-62.984432 -98.858719 3.584479 1.699122
-63.035706 -98.459061 3.565477 1.683274
-63.077045 -98.057541 3.556392 1.684410
-63.130764 -97.638275 3.525476 1.682204
-63.185944 -97.211807 3.512861 1.680841
-63.233303 -96.754135 3.504663 1.679353
-63.289795 -96.309097 3.473226 1.678141
-63.339458 -95.863976 3.468027 1.675793
-63.387127 -95.438644 3.443233 1.675186
-63.429695 -94.995430 3.422436 1.673592
-63.482719 -94.543716 3.405808 1.670972
-63.530571 -94.120033 3.377973 1.668842
-63.555103 -93.722511 3.372277 1.667366
-63.610210 -93.300735 3.354363 1.665290
-63.647087 -92.878540 3.348145 1.663363
-63.675243 -92.451805 3.344305 1.660482
-63.729626 -92.027679 3.304565 1.659270
-63.757530 -91.593361 3.298278 1.656717
-63.801098 -91.182106 3.282020 1.656036
-63.832882 -90.740379 3.267117 1.653377
-63.873970 -90.325195 3.239032 1.650371
-63.911804 -89.927795 3.225015 1.649484
-63.934631 -89.505600 3.221387 1.646932
-63.969349 -89.098137 3.198617 1.645204
-64.007347 -88.680153 3.177304 1.643652
-64.034828 -88.246620 3.167282 1.641864
-64.067902 -87.819969 3.147616 1.640720
-64.093040 -87.402420 3.138874 1.637370
-64.125404 -86.997681 3.115149 1.636141
-64.161324 -86.602066 3.100797 1.633681
-64.178688 -86.198441 3.077535 1.632124
-64.220078 -85.784798 3.057630 1.630662
-64.236992 -85.391068 3.049284 1.629000
-64.246780 -84.977295 3.047078 1.627764
-64.285980 -84.571205 3.037118 1.626095
-64.304909 -84.176224 3.012510 1.621905
-64.331978 -83.792992 2.995923 1.619752
-64.350800 -83.373924 3.001304 1.617957
-64.366562 -82.959709 2.981421 1.618480
-64.396370 -82.531837 2.954962 1.619977
-64.409767 -82.123619 2.937902 1.621894
-64.433777 -81.694176 2.933041 1.625376
-64.473091 -81.265465 2.925833 1.626817
-64.499657 -80.833946 2.907066 1.628662
-64.530067 -80.424545 2.879600 1.631266
-64.558693 -79.997391 2.868439 1.633624
-64.580338 -79.576294 2.857916 1.636541
-64.621376 -79.140404 2.850092 1.638175
-64.649574 -78.714127 2.826889 1.640656
-64.678192 -78.265938 2.817963 1.644461
-64.721275 -77.796341 2.798610 1.645651
-64.753029 -77.340530 2.783118 1.648695
-64.794510 -76.880859 2.786427 1.645890
-64.817101 -76.431984 2.770020 1.642932
-64.866409 -75.980110 2.743009 1.639709
-64.883133 -75.546959 2.718253 1.636047
-64.916824 -75.111198 2.717692 1.634772
